taxYear,stateAbbrev,postcode,nIndividuals,nIndividualsWithTaxableIncomeOrLoss,taxableIncomeOrLossDollars,nIndividualsWithTaxOnTaxableIncome,taxOnTaxableIncomeDollars,nIndividualsWithNetTax,netTaxDollars,nIndividualsWithHelpDebt,helpDebtDollars,nIndividualsWithSalaryOrWages,salaryOrWagesDollars,nIndividualsWithTaxWithheldFromSalaryOrWages,taxWithheldFromSalaryOrWagesDollars,nIndividualsWithAustralianGovernmentAllowancesAndPayments,australianGovernmentAllowancesAndPaymentsDollars,nIndividualsWithAustralianGovernmentPensionsAndAllowances,australianGovernmentPensionsAndAllowancesDollars,nindividualsWithSuperIncomeTaxed,superIncomeTaxedDollars,nIndividualsWithSuperIncomeUntaxed,superIncomeUntaxedDollars,nIndividualsWithTotalIncomeOrLoss3,totalIncomeOrLoss3Dollars,nIndividualsWithWorkRelatedSelfEducationExpenses,workRelatedSelfEducationExpensesDollars,nIndividualsWithGiftsOrDonations,giftsOrDonationsDollars,nIndividualsWithTotalDeductions3,totalDeductions3Dollars,nIndividualsWithEmployerSuperannuationContributions,employerSuperannuationContributionsDollars,nIndividualsWithGrossRent,grossRentDollars,nIndividualsWithNetRentProfit,netRentProfitDollars,nIndividualsWithNetRentLoss,netRentLossDollars,nIndividualsWithLowAndMiddleIncomeTaxOffset,lowAndMiddleIncomeTaxOffsetDollars,nIndividualsWithPrivateHealthInsurance,nIndividualsWithPrivateHealthInsuranceAustGovRebateReceived,privateHealthInsuranceAustGovRebateReceivedDollars
2018/2019,SA,5010,2903,2875,133474595,2377,23232763,2140,22684771,183,638939,2450,117652550,2350,25739179,331,2235285,105,1479257,9,86186,20,435219,2875,137940875,106,198296,651,209457,2066,4383187,157,780089,380,6350496,140,842364,240,-1501245,2148,1615827,1139,1027,500529
2018/2019,SA,5011,7983,7928,438825731,6838,86258946,6368,86608568,612,2232012,6629,378154823,6493,90076090,550,3499698,293,3667387,37,461589,144,5685851,7927,454392309,278,496285,2183,754839,6022,15494550,728,6431932,1101,17942900,432,2942764,685,-4644914,6133,4738803,4901,4208,2586196
2018/2019,SA,5012,5643,5571,247934897,4533,42398491,4064,41864604,311,1077287,4649,217604767,4441,47282718,756,4948141,211,2791119,22,172573,29,968820,5574,255685109,201,348231,1153,376275,3918,7564415,261,1264436,577,8734714,217,1330678,363,-2371124,4039,2952891,1979,1720,776187
2018/2019,SA,5013,5366,5318,156713836,4510,46746327,4105,46321303,329,1076370,4526,228237743,4391,51297568,697,4908591,234,3054097,36,348710,55,1923339,5323,165621495,150,249876,1355,393076,3996,8755830,339,2231436,537,7877188,210,1189510,337,-1941447,4068,3046296,2224,1958,1025578
2018/2019,SA,5014,6902,6858,360256918,5885,67954478,5436,67768556,444,1485141,5708,314495992,5605,73731252,585,3850041,328,4249685,50,460167,119,4173019,6859,373124810,222,390368,1914,733639,5282,12663488,621,4718713,839,12027958,335,2023607,518,-3040395,5335,4159973,4049,3497,2081094
2018/2019,SA,5015,3618,3590,202780914,3120,40153946,2885,40219815,249,842708,3018,179135299,2958,43338482,354,2432235,165,1865047,32,234744,59,2162198,3596,210336881,124,192725,1044,306944,2794,7199343,343,2329614,483,7422607,191,968916,296,-1866719,2756,2160577,2075,1811,1072385
2018/2019,SA,5016,5316,5284,317301280,4591,66314121,4278,66697342,271,922179,4416,275689301,4326,68710273,365,2400666,279,3214951,67,815637,164,6353386,5290,329493451,154,251448,1729,745483,4227,11987069,682,6287951,773,11833529,306,1698840,470,-3320645,4010,3108855,3558,3064,1992439
2018/2019,SA,5017,2538,2515,129959440,2152,24318678,1965,24239122,117,339725,2178,116872607,2143,26613278,335,2445851,125,1643918,16,131507,45,1572065,2517,134297871,78,87825,708,194817,1936,4327280,200,1188982,236,3464469,96,494785,141,-825269,1925,1471724,1246,1061,586339
2018/2019,SA,5018,3474,3455,201169739,2937,41473003,2716,41377175,151,451699,2799,170907228,2728,42113995,180,1229049,187,2076508,44,369789,128,5189921,3459,208962086,84,159862,1082,430562,2725,7703804,462,3888249,524,8212724,201,1323718,329,-2185111,2534,1992747,2467,2117,1458859
2018/2019,SA,5019,5346,5316,323985100,4516,69568418,4170,69957083,286,1074471,4248,266739471,4162,67381527,371,2454208,297,3671581,55,885403,151,6240931,5321,336639334,147,199895,1682,689838,4133,12540025,702,6899990,880,15779130,359,3235368,524,-3283653,3841,2954269,3559,3076,1969210
2018/2019,SA,5020,1961,1948,121876711,1634,27230143,1469,27341396,86,306856,1429,88087966,1391,22242447,82,519124,148,1507265,14,102380,96,4013364,1951,126734906,50,62419,590,329459,1466,4812211,222,1998892,329,5954363,138,1225288,197,-1276731,1338,1011654,1481,1265,950295
2018/2019,SA,5021,4141,4116,255811916,3390,57796621,3052,57648481,178,657836,2728,167925500,2623,42655724,159,913097,294,3196786,19,210985,238,10268639,4124,266931736,97,165832,1227,667036,3050,10898950,479,5265190,757,15078021,374,3899617,396,-3073313,2757,2068222,3187,2740,2155762
2018/2019,SA,5022,10287,10202,741178435,8685,181675987,8003,183672331,562,2278800,7653,527223668,7420,141807247,423,2637721,521,5494954,78,953840,427,18354114,10225,773398091,261,680750,3120,1770437,7769,31657601,1389,16139510,2026,38740214,875,6913374,1165,-8840984,6872,5150715,7877,6464,4688318
2018/2019,SA,5023,9690,9616,487567851,8117,90502529,7420,90130643,659,2285243,7797,418801130,7604,96342485,795,5033490,503,6403895,59,694526,160,5402720,9626,504621422,297,488121,2457,720048,7249,16882973,737,5062909,1293,20702907,558,4007031,747,-4353303,7263,5554272,5727,5031,3159182
2018/2019,SA,5024,9040,8962,545894340,7531,118905741,6831,119706529,470,1791187,6536,403152357,6336,102215443,396,2662238,563,6169676,71,728235,377,15658961,8971,568570627,233,551139,2648,1178903,6792,22210518,991,10253618,1662,31570452,819,7464881,858,-6540624,6219,4693052,6721,5657,4119485
2018/2019,SA,5025,5371,5333,298386379,4478,60491312,4112,60823780,325,1249482,4126,240583379,4017,58528964,285,1727489,272,2859294,33,428417,138,5920165,5341,309914220,141,249146,1487,547808,4040,11262437,544,4703336,939,17020259,475,3955741,472,-3060658,3896,2923844,3725,3212,2229850
2018/2019,SA,5031,6142,6092,346076553,5151,70948254,4767,71346559,608,2455791,5074,284841016,4933,70534873,538,3320682,171,2139043,25,215697,100,3940508,6096,359753895,194,467821,1663,698788,4437,13543959,635,6096435,921,15936947,447,3153712,488,-3291371,4503,3376198,3674,3093,1855045
2018/2019,SA,5032,8246,8166,493967909,6865,109121160,6308,109668706,478,1748571,6389,370578100,6225,91012381,476,3027673,370,4316695,49,611261,241,9312185,8180,512385741,242,500801,2276,900234,6065,17614041,807,7712786,1271,23251677,627,4818137,662,-4469328,5907,4413086,5434,4602,3146718
2018/2019,SA,5033,5109,5063,255386709,4247,47760646,3885,47611675,401,1457459,4186,219434896,4077,50884005,486,2973636,193,2341239,23,341047,91,3293748,5066,263740945,160,263649,1285,431450,3678,8256734,446,3019579,636,10808628,266,1935877,380,-2736730,3790,2838777,2839,2409,1390766
2018/2019,SA,5034,6632,6566,506897449,5559,129826315,5140,132448075,481,2090241,4959,335343033,4789,91353227,352,2242279,270,3106684,57,749240,266,13075012,6582,527785589,207,441427,2065,1828863,4952,20398765,889,12462383,1112,21472389,509,4426927,615,-5056870,4284,3197659,5094,4100,2947823
2018/2019,SA,5035,3983,3943,226865881,3270,48582077,3012,48981795,306,1341061,3137,182325430,3038,45926928,264,1769474,184,2085172,18,216526,132,4922518,3946,235628477,147,237256,1112,686072,2896,8687068,403,4847163,573,9351717,260,1823167,321,-2018273,2751,2049190,2585,2160,1425002
2018/2019,SA,5037,6557,6505,346166550,5280,69227463,4842,69192952,376,1390726,5217,286939900,5053,68670535,479,3087711,304,3510512,33,245414,184,6258020,6512,357684670,200,371012,1799,781448,4706,11445956,648,5296143,911,15588364,399,2470391,518,-3467542,4616,3437218,4038,3390,2177979
2018/2019,SA,5038,10435,10336,543282007,8709,104689962,7989,104344346,693,2614820,8497,461742107,8266,108513600,652,4186044,437,5062365,56,731165,249,8826290,10348,562348434,321,606978,2825,1017441,7627,18911160,935,6892714,1274,20513867,535,3413955,761,-4837598,7785,5804295,6144,5247,3268823
2018/2019,SA,5039,5350,5304,288693624,4446,57265688,4081,57215893,378,1376693,4306,243260760,4171,59083920,418,2796423,233,2853061,31,415558,144,5218955,5308,298807323,178,326862,1569,666815,3934,9987248,557,4316895,714,11367039,286,1872243,439,-2849674,3863,2877407,3485,2977,1891937
2018/2019,SA,5040,1438,1426,90722398,1142,21117806,1031,21386889,59,227477,998,62783252,963,16197242,76,563772,113,1256437,16,260748,59,2722185,1429,94198588,36,55871,394,168321,1036,3380446,169,1485396,257,4276648,128,801365,130,-1093686,913,672355,1130,956,743217
2018/2019,SA,5041,8352,8295,538413051,6994,121163330,6428,122307253,506,1877003,6370,412970091,6182,107728479,362,1978382,445,4940116,63,807535,351,14001932,8303,560218818,233,388429,2575,1337227,6340,21469396,1072,11216346,1364,23237948,548,4461266,832,-6244171,5721,4297248,6464,5402,3827573
2018/2019,SA,5042,6426,6353,320179422,5029,62745321,4530,62115317,409,1514923,4947,249491997,4787,57816987,555,3831731,371,4157611,33,400161,207,7358079,6356,331486284,219,408729,1673,1000013,4443,11034823,508,4191513,817,15267095,398,3490982,428,-3279935,4398,3256506,3722,3140,2030442
2018/2019,SA,5043,10773,10689,534362350,8787,100108037,7896,98797072,764,2702257,8624,455454184,8375,106121434,1015,6734629,708,8356001,62,686189,341,11813723,10696,552986586,365,594825,3057,1156256,7843,18388852,938,6518809,1207,18688445,453,2653691,769,-4970292,7746,5817591,6387,5478,3387320
2018/2019,SA,5044,7122,7076,489379894,5942,116601810,5459,117718320,384,1457995,5166,337390580,5011,89254238,328,2209771,467,5059266,52,839006,347,14129187,7089,510588478,214,427820,2283,1031588,5426,20804721,908,10504380,1195,22462486,505,4117337,706,-5830403,4817,3679839,5469,4548,3374466
2018/2019,SA,5045,10716,10620,730815540,9002,174274166,8253,175950499,633,2538302,7681,503022147,7461,133852212,555,3513324,611,6746194,114,1541674,442,18496498,10637,765160716,283,580349,3134,2285152,8060,33708144,1255,14482620,1936,40239969,875,8656794,1074,-8448274,7279,5472242,7723,6438,4648025
2018/2019,SA,5046,5480,5445,289405921,4545,56613814,4149,56172586,366,1314580,4308,245047718,4206,59035966,377,2402078,372,4187560,44,476843,215,7704524,5448,300328419,194,381962,1667,917451,4073,10819544,602,5666148,682,10833753,232,1490258,457,-3168386,3995,3075903,3505,3017,1979553
2018/2019,SA,5047,4801,4765,241428658,3948,45561011,3577,45315878,329,1208346,3841,203592463,3730,47295240,456,3048001,289,3270462,20,157690,125,4229957,4767,249788507,157,295728,1282,410946,3521,8197037,432,3459317,592,8777739,227,1436648,366,-2605113,3509,2649804,2816,2424,1445181
2018/2019,SA,5048,9177,9108,574445002,7526,129977896,6791,129959963,528,1977259,6561,421048225,6362,110305898,518,3586164,679,7139284,85,1045701,506,19898476,9127,599190882,245,516185,2947,2299737,6925,24075740,1226,13001055,1499,26988916,591,4497694,920,-6973448,6130,4624634,6817,5806,4219005
2018/2019,SA,5049,6454,6400,399814524,5360,89265472,4895,89853921,337,1220950,4725,293540719,4581,75092127,339,2173625,365,3670544,38,695959,262,10892629,6412,416459535,173,305484,1945,912938,4855,16162276,814,8849993,1187,22322077,508,4468673,685,-5153883,4445,3341394,4812,4126,2835196
2018/2019,SA,5050,3560,3527,204981784,2835,44224859,2558,43737234,212,807807,2508,150785791,2425,38484628,183,1111457,263,2631122,26,423270,211,8844298,3533,213076481,106,178735,1102,996735,2578,7957868,453,5941537,589,10406330,261,1981839,335,-2261727,2352,1767957,2569,2165,1588535
2018/2019,SA,5051,9537,9478,608906900,7947,136233653,7345,136949973,544,2034821,7213,477782030,7010,124549566,356,2230610,545,5313836,72,982258,450,19720798,9486,631862653,247,374215,3040,1675587,7271,22229114,1335,13204509,1436,23391239,534,3875086,920,-6411623,6616,5059931,7356,6301,4448381
2018/2019,SA,5052,4166,4138,276611183,3443,63817169,3170,64272955,272,1065674,3013,207926881,2914,56214690,188,1114960,290,2846857,26,286842,239,10788155,4143,288069423,113,250281,1376,928884,3170,11072078,611,7293947,607,9728629,216,1472547,397,-2627405,2769,2079589,3288,2721,1979522
2018/2019,SA,5061,6631,6570,683539830,5604,202870489,5190,208635443,425,1891171,4481,358198466,4297,107067444,245,1439076,223,2592828,46,778710,269,14212826,6582,713179244,160,430574,2052,2462813,4916,29200398,861,15685348,1175,27397020,542,5298096,646,-7082077,3839,2897640,5447,4265,3321730
2018/2019,SA,5062,9946,9860,818270101,8239,219556814,7553,223720460,623,2650296,6899,502945538,6642,142969599,431,2596802,486,5122326,86,1505346,519,25361827,9870,854614242,249,504382,3230,3207374,7370,35559691,1343,21186347,1669,33792648,754,6329059,924,-8479829,6131,4566756,8152,6451,4958732
2018/2019,SA,5063,7825,7738,569165285,6487,140754153,5993,143216706,573,2568553,5711,403859954,5546,111869895,371,2350691,346,3951929,48,598566,321,14052686,7749,596479962,235,558507,2415,2866822,5822,25941739,978,14035416,1344,26642167,571,4467165,778,-6328976,5011,3790838,6049,4969,3600680
2018/2019,SA,5064,6583,6505,562259636,5389,155227927,4875,158050735,289,1218958,4111,304254284,3886,88081896,199,1230846,344,3919916,43,524563,363,17929917,6518,588769742,180,535405,1964,2388838,4804,25811919,731,12733989,1229,24876427,568,4977667,674,-6510475,3834,2793443,5419,4333,3536590
2018/2019,SA,5065,6714,6628,568710639,5395,157206934,4924,160376180,329,1449760,4277,309336176,4065,88007349,260,1521768,299,3189699,42,615610,374,18051437,6636,597493322,174,443788,2045,4330830,4822,28456540,778,14107709,1244,26253491,620,5889848,640,-5696363,3863,2892443,5309,4266,3436882
2018/2019,SA,5066,8200,8099,722077254,6726,201502079,6171,206262961,432,1788688,5242,400730332,4961,116538225,258,1550969,331,3609731,49,749854,401,19233721,8117,758916249,237,638263,2489,6443607,5937,36283045,1015,17594968,1634,34374310,729,7641426,930,-8480651,4805,3552033,6937,5619,4503016
2018/2019,SA,5067,7018,6929,536090465,5818,137425845,5391,139460944,580,2628424,5050,355589657,4874,100138781,344,2086765,260,2777772,54,694357,267,11630162,6954,586987694,253,668535,2053,27178828,5095,50031765,788,11585349,1217,25847680,588,5401250,642,-5796880,4431,3351472,5196,4259,3115777
2018/2019,SA,5068,7795,7719,601938300,6436,156617454,5849,159701540,540,2311319,5360,367163682,5129,101070721,372,2173638,431,5264339,34,427314,341,14328972,7725,630069378,214,508947,2278,3180553,5760,27831761,881,13826336,1320,26824672,648,6272624,683,-6176010,4887,3642063,6020,4836,3721804
2018/2019,SA,5069,5396,5326,461606138,4525,125327876,4189,128368114,390,1686106,3883,279595282,3730,79763798,239,1456024,196,2448548,44,472720,219,10748790,5331,482747763,159,470817,1633,1998635,4006,20844338,698,12385139,1036,23213894,472,4348415,573,-5824852,3316,2470553,4236,3302,2395165
2018/2019,SA,5070,8774,8692,528321270,7181,117459931,6511,118302177,584,2270313,6546,393880631,6320,99986339,494,3119155,509,5816431,41,608204,347,13221196,8701,549224351,263,662841,2470,1562571,6324,20513986,843,10632516,1409,26491689,618,5372342,814,-6374313,5927,4402211,5958,5022,3508100
2018/2019,SA,5071,154,153,15624753,120,5155929,112,5293128,7,21485,91,6346739,83,1566624,4,19100,8,117870,0,0,9,466641,153,16123024,2,1882,41,18771,113,486700,18,286317,28,1803003,8,64739,22,-739852,90,69672,110,95,76192
2018/2019,SA,5072,8048,7946,521513265,6497,122600511,5898,124393351,495,1919155,5804,361768188,5537,93725571,395,2532014,403,4447604,44,545820,287,12317751,7958,542827615,243,441714,2152,1253181,5735,20964741,910,9896494,1509,29821950,716,7069985,809,-6903352,5230,3914888,6057,5177,3757314
2018/2019,SA,5073,9531,9429,535421039,7781,112337651,7029,112408624,553,2119443,7001,406053605,6747,99560632,530,3274066,528,5812472,45,533794,310,11180220,9437,555830573,275,484136,2558,1566525,6746,20144937,884,9330503,1618,28635329,740,6384017,906,-6193639,6590,4907537,6742,5735,3997508
2018/2019,SA,5074,7679,7602,386793264,6198,74476276,5573,73989430,434,1593131,5816,308378072,5628,71450903,495,3115281,436,5388795,43,461557,202,7130990,7608,401031916,256,408022,2032,688881,5463,14058497,608,5123715,1095,18461405,521,4449938,595,-3911847,5435,4053985,4977,4292,2849572
2018/2019,SA,5075,6527,6471,341414764,5259,67531525,4754,66936785,343,1185411,4855,267215544,4699,63083580,351,2196635,415,4548461,42,379818,241,9399295,6475,354710974,186,366090,1791,793876,4745,13118044,594,5046054,1004,17930633,446,4000297,572,-3927665,4582,3455943,4435,3845,2743332
2018/2019,SA,5076,6108,6066,346540703,5022,72307453,4607,72555030,392,1457978,4572,270862081,4423,67190885,294,1727441,310,3363821,51,653646,188,8424386,6068,359561126,168,284952,1788,742098,4556,12817140,635,6280333,1060,17909796,466,3274210,607,-3802160,4324,3279971,4684,3971,2843783
2018/2019,SA,5081,6174,6115,609057698,5193,179113640,4824,183758473,445,2216267,4180,303365817,3997,86592451,253,1517245,258,2818387,55,757977,273,13977198,6125,637737450,183,505571,1894,3670653,4559,28151619,778,13652874,1246,28431526,574,5330178,681,-7187355,3769,2851126,4884,3834,2997623
2018/2019,SA,5082,9903,9814,636583854,8307,144262252,7712,146153950,787,3157420,7831,493323552,7617,128240256,589,3644812,320,3616867,70,753848,275,11616749,9821,662038607,308,700722,2778,1506714,7318,25129549,1085,12817088,1783,32648603,779,5772401,1016,-7819694,6859,5199454,6631,5504,3670951
2018/2019,SA,5083,4697,4661,278726043,3961,59129510,3673,59797373,327,1305080,3730,228390740,3633,57133854,229,1402545,189,2091894,45,461293,133,5193587,4661,288807920,151,351113,1360,555338,3562,9996405,544,5119156,756,12201347,279,1832132,485,-3439041,3416,2585332,3137,2693,1789308
2018/2019,SA,5084,5248,5187,220717077,4177,36445953,3719,35566902,287,931984,3990,181274331,3867,39180218,678,4851773,185,2430155,18,118305,53,1646139,5186,227389073,150,257043,940,374035,3379,6617269,264,1582971,489,8343679,208,1457321,286,-1914968,3747,2639561,1853,1578,866513
2018/2019,SA,5085,12745,12616,669753452,10533,130915326,9707,131037320,864,3143371,10309,575153227,10047,135652191,979,6294843,516,6523047,42,389080,214,7054708,12620,693075714,506,985473,3055,1395265,9234,22861588,934,7075901,1685,27323479,588,3345376,1112,-7271970,9396,7218653,6849,5977,3422770
2018/2019,SA,5086,9528,9414,490912110,7868,93907832,7231,93711850,557,2103813,7816,426955730,7591,99102145,681,4409035,388,4640163,55,626781,186,6279737,9418,508364604,361,684926,2498,1038131,7076,17240083,866,7958996,1285,19551434,448,2419663,852,-5278132,7053,5421776,5505,4766,2739737
2018/2019,SA,5087,7044,6971,358311207,5725,68944880,5218,68577280,446,1677503,5642,302476543,5466,70801923,491,3439917,289,3284325,36,320201,186,6266619,6976,370560281,261,521119,1764,797288,5035,12163176,537,4186414,945,14039548,378,2034170,574,-3756648,5076,3838407,4007,3475,2092505
2018/2019,SA,5088,2046,2028,96577026,1701,16996999,1573,16773142,112,388959,1682,84209549,1636,18723911,171,1150658,103,1129128,13,324630,30,1113674,2029,99869550,71,129762,503,172370,1488,3213683,149,933131,204,3835519,76,687930,136,-842397,1551,1194663,1081,963,527320
2018/2019,SA,5089,4330,4303,254032768,3609,53829058,3313,53823236,216,732574,3263,197589766,3157,49429050,214,1276762,217,2222784,35,456553,150,6691864,4307,263615679,110,189383,1274,535073,3233,9526211,502,4794393,681,11468050,280,1839460,413,-2740424,3105,2358639,3208,2700,1895028
2018/2019,SA,5090,4317,4276,208633927,3526,38294573,3122,37416713,218,725053,3212,171940120,3126,39322568,272,1773392,381,4290906,20,210159,182,6237157,4278,215850252,120,226903,1217,484094,3175,7168057,332,2649038,457,6496350,172,1008056,292,-1703087,3094,2392445,2760,2431,1670591
2018/2019,SA,5091,4794,4756,262347295,4006,52365727,3664,52017173,258,836440,3664,215329626,3581,51906212,257,1488382,351,3443363,24,218072,223,8895313,4763,271499681,134,214244,1364,554764,3612,9086097,506,4592858,665,9890200,240,1390915,437,-2853163,3555,2732595,3249,2793,1891528
2018/2019,SA,5092,10331,10252,512320572,8569,94170461,7805,93037232,446,1454731,8316,444964381,8143,101255621,697,4493122,609,6853237,75,755272,305,11481706,10255,529518912,316,489977,2818,941303,7691,16968666,966,7841383,1155,16724968,435,2583478,747,-4237442,7739,5997820,6108,5323,3281869
2018/2019,SA,5093,5110,5052,238984858,4126,42284173,3727,41802455,255,843841,3980,205710012,3866,46192217,442,2833743,318,3638326,23,198933,121,4196041,5053,246867570,148,243827,1268,464192,3690,7727714,371,2530494,535,7681364,217,1376884,332,-1959712,3747,2872320,2805,2425,1479890
2018/2019,SA,5094,516,513,24950526,421,4699710,369,4630691,25,63202,405,19319879,393,4333371,59,448230,25,173163,1,17694,6,205452,513,25797000,9,18353,122,41154,363,844223,28,185193,56,1006786,25,295453,33,-242942,365,267703,201,165,100651
2018/2019,SA,5095,12250,12141,666767006,10177,133931651,9382,134189311,785,2691098,10062,573573425,9739,136746694,959,6308379,451,5303433,68,777305,164,5800418,12152,691193564,439,759590,3063,1198773,8888,23079932,944,6876356,1814,31706264,601,3531864,1249,-9772661,9009,6948804,6599,5672,3212811
2018/2019,SA,5096,7626,7555,377548608,6354,69508631,5821,68998517,337,1040263,6065,316255605,5915,71312771,701,4430379,391,4839084,36,263459,143,5055124,7566,391470677,207,327837,1934,621530,5582,13794289,593,4216573,1030,16082041,387,2676890,651,-3782540,5698,4309283,4157,3606,2132689
